Time,Distance,GPS Latitude,GPS Longitude,Damper Velocity (Calc) FL,Damper Velocity (Calc) FR,Damper Velocity (Calc) RL,Damper Velocity (Calc) RR,Corr Dist,Corr Dist (Unstretched),Corr Speed,ABS Active,ABS Enabled,AID Allow Tire Blankets,AID Auto Blip,AID Auto Clutch,AID Auto Shift,AID Fuel Rate,AID Ideal Line,AID Mech Damage,AID Stability,AID Tire Wear Rate,Air Density,Air Temp,Ballast,Best Lap Delta,Best Lap Time,Brake Bias,Brake Pos,Brake Temp FL,Brake Temp FR,Brake Temp RL,Brake Temp RR,CG Accel Lateral,CG Accel Longitudinal,CG Accel Vertical,CG Height,Camber FL,Camber FR,Camber RL,Camber RR,Car Coord X,Car Coord Y,Car Coord Z,Car Damage Front,Car Damage Left,Car Damage Rear,Car Damage Right,Car Pos Norm,Caster FL,Caster FR,Chassis Pitch Angle,Chassis Pitch Rate,Chassis Roll Angle,Chassis Roll Rate,Chassis Velocity X,Chassis Velocity Y,Chassis Velocity Z,Chassis Yaw Rate,Clutch Pos,DRS Active,DRS Available,Drive Train Speed,ERS Heat Charging,ERS Is Charging,ERS Max Energy,ERS Power Level,ERS Recovery Level,Engine Brake Setting,Engine Limiter,Engine RPM,Flags,Fuel Level,Gear,Ground Speed,HR Sample Clock,In Pit,KERS Charge,KERS Deployed Energy,KERS Input,KERS Max Energy,LR Sample Clock,Lap Invalidated,Lap Time,Lap Time2,Last Lap Time,Last Sector Time,MR Sample Clock,Max Fuel,Max Power,Max RPM,Max Sus Travel FL,Max Sus Travel FR,Max Sus Travel RL,Max Sus Travel RR,Max Torque,Max Turbo Boost,Num Tires Off Track,Penalties Enabled,Position,Raw Data Sample Rate,Ride Height FL,Ride Height FR,Ride Height RL,Ride Height RR,Road Temp,Self Align Torque FL,Self Align Torque FR,Self Align Torque RL,Self Align Torque RR,Session Lap Count,Session Time Left,Steering Angle,Surface Grip,Suspension Travel FL,Suspension Travel FR,Suspension Travel RL,Suspension Travel RR,TC Active,TC Enabled,Throttle Pos,Tire Dirt Level FL,Tire Dirt Level FR,Tire Dirt Level RL,Tire Dirt Level RR,Tire Load FL,Tire Load FR,Tire Load RL,Tire Load RR,Tire Loaded Radius FL,Tire Loaded Radius FR,Tire Loaded Radius RL,Tire Loaded Radius RR,Tire Pressure FL,Tire Pressure FR,Tire Pressure RL,Tire Pressure RR,Tire Radius FL,Tire Radius FR,Tire Radius RL,Tire Radius RR,Tire Rubber Grip FL,Tire Rubber Grip FR,Tire Rubber Grip RL,Tire Rubber Grip RR,Tire Slip Angle FL,Tire Slip Angle FR,Tire Slip Angle RL,Tire Slip Angle RR,Tire Slip Ratio FL,Tire Slip Ratio FR,Tire Slip Ratio RL,Tire Slip Ratio RR,Tire Temp Core FL,Tire Temp Core FR,Tire Temp Core RL,Tire Temp Core RR,Tire Temp Inner FL,Tire Temp Inner FR,Tire Temp Inner RL,Tire Temp Inner RR,Tire Temp Middle FL,Tire Temp Middle FR,Tire Temp Middle RL,Tire Temp Middle RR,Tire Temp Outer FL,Tire Temp Outer FR,Tire Temp Outer RL,Tire Temp Outer RR,Toe In FL,Toe In FR,Toe In RL,Toe In RR,Turbo Boost,Wheel Angular Speed FL,Wheel Angular Speed FR,Wheel Angular Speed RL,Wheel Angular Speed RR,Wind Direction,Wind Speed,CG Distance,Lateral Velocity,Longitudinal Velocity,Lateral Acceleration,Longitudinal Acceleration
s,m,deg,deg,mm/s,mm/s,mm/s,mm/s,m,m,km/h,,,,,,,,,%,%,,kg/m3,C,kg,s,s,%,%,C,C,C,C,G,G,G,mm,deg,deg,deg,deg,m,m,m,,,,,,deg,deg,deg,deg/s,deg,deg/s,m/s,m/s,m/s,deg/s,%,,,rad/s,,,MJ,,,,,rpm,,l,,km/h,,,%,kJ,%,MJ,,,s,s,s,s,,l,hp,rpm,mm,mm,mm,mm,N.m,,,,,Hz,mm,mm,mm,mm,C,N.m,N.m,N.m,N.m,,s,deg,%,mm,mm,mm,mm,,,%,,,,,N,N,N,N,mm,mm,mm,mm,psi,psi,psi,psi,mm,mm,mm,mm,%,%,%,%,deg,deg,deg,deg,%,%,%,%,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,deg,deg,deg,deg,,rad/s,rad/s,rad/s,rad/s,deg,km/h,G,Km/h,Km/h,Km/h^2,Km/h^2
0.000,0.0,44.054623428129744,-78.681942567008463,-31.1,-31.1,88.8,14.3,17092.4,17092,175.2,0,1,1,0,1,1,0,0,0,100,1,1.186,26.0,0.0,0.000,46.834,66.0,0.0,26.0,26.0,26.0,26.0,-0.09,0.36,0.11,376.6,-2.72,-2.26,-2.06,-1.92,-737.97,690.01,5.7,0.00,0.00,0.00,0.00,0.00,-7.49,-7.49,-0.39,-0.85,0.15,0.77,48.69,0.00,-0.41,1.91,100.0,0,0,138.99,0,0,0.0,0,0,0,0,7414,0,30.00,4,175.2,1,0,0.0,0.0,0.0,0.0,0,0,0.036,0.036,48.812,18.026,1,110.00,435.8,8750,0.0,0.0,110.0,110.0,433.0,0.00,0,0,1,333.3,70.0,70.0,61.8,61.8,34.0,-29.41,13.71,-27.2,19.3,10,-487.830,3.0,100.0,22.2,21.4,41.0,39.9,0,1,100.0,0.00,0.00,0.00,0.00,4574,4880,4850,5030,314.7,312.0,342.6,341.3,26.13,23.31,26.58,24.97,325.0,325.0,355.0,355.0,99.59,99.85,99.65,99.79,-0.18,-0.06,-0.12,0.00,-0.1,-0.1,1.6,1.7,89.3,71.7,85.9,75.8,94.8,72.3,90.2,78.4,91.3,69.2,88.7,75.9,87.8,67.3,87.5,74.5,0.19,-0.18,0.04,0.05,0.00,149.25,149.19,138.99,138.99,88.0,25.5,0.38704004960727256
0.050,2.4,44.054603283325775,-78.681936181825066,28.3,19.5,-33.5,-54.2,17094.8,17095,175.8,0,1,1,0,1,1,0,0,0,100,1,1.186,26.0,0.0,0.000,46.834,66.0,0.0,26.0,26.0,26.0,26.0,-0.13,0.32,0.04,378.3,-2.61,-2.72,-1.61,-1.73,-737.26,687.77,5.7,0.00,0.00,0.00,0.00,0.00,-7.49,-7.49,-0.33,2.13,0.21,2.00,48.84,-0.03,-0.36,2.58,100.0,0,0,139.36,0,0,0.0,0,0,0,0,7434,0,30.00,4,175.8,0,0,0.0,0.0,0.0,0.0,0,0,0.084,0.084,48.812,18.026,0,110.00,435.8,8750,0.0,0.0,110.0,110.0,433.0,0.00,0,0,1,333.3,71.1,71.1,67.9,67.9,34.0,-29.48,5.61,-24.7,18.5,10,-487.880,3.5,100.0,23.6,22.4,39.3,37.2,0,1,100.0,0.00,0.00,0.00,0.00,4363,2889,4512,5956,314.0,317.8,344.1,339.6,26.13,23.31,26.59,24.98,325.0,325.0,355.0,355.0,99.59,99.85,99.65,99.79,-0.19,-0.16,-0.19,-0.04,-0.0,-0.0,1.4,1.6,89.3,71.7,85.9,75.8,94.7,72.2,90.1,78.3,91.2,69.1,88.6,75.9,87.8,67.3,87.4,74.5,0.20,-0.20,0.05,0.05,0.00,149.94,149.64,139.36,139.36,88.0,25.5,0.3477067730142742,166.36699043448303,52.57484975982299
0.100,4.9,44.054581879471549,-78.681929436913023,-121.0,-38.6,44.1,79.8,17097.2,17097,176.4,0,1,1,0,1,1,0,0,0,100,1,1.186,26.0,0.0,0.000,46.834,66.0,0.0,26.0,26.0,26.0,26.0,-0.15,0.32,0.02,378.7,-1.97,-2.61,-1.33,-1.88,-736.51,685.39,5.7,0.00,0.00,0.00,0.00,0.00,-7.49,-7.49,-0.32,-2.13,0.12,-4.28,49.01,-0.06,-0.35,2.46,100.0,0,0,139.72,0,0,0.0,0,0,0,0,7453,0,30.00,4,176.4,1,0,0.0,0.0,0.0,0.0,0,0,0.135,0.135,48.812,18.026,1,110.00,435.8,8750,0.0,0.0,110.0,110.0,433.0,0.00,0,0,1,333.3,75.9,75.9,58.3,58.3,34.0,-22.69,3.33,-32.5,12.3,10,-487.930,5.2,100.0,17.6,20.5,41.5,41.2,0,1,100.0,0.00,0.00,0.00,0.00,3543,3312,6383,4225,315.6,316.5,339.4,343.4,26.13,23.31,26.59,24.98,325.0,325.0,355.0,355.0,99.59,99.85,99.65,99.79,-0.26,-0.22,-0.17,-0.06,-0.1,-0.0,1.5,1.6,89.3,71.7,85.9,75.9,94.6,72.2,90.1,78.3,91.1,69.1,88.6,75.9,87.7,67.3,87.4,74.5,0.28,-0.29,0.05,0.04,0.00,150.27,150.01,139.72,139.72,88.0,25.5,0.3539774004085572,171.40841439652687,54.015256614250134,7.202033987624077,-3.6010169938119674
0.150,7.3,44.054560475617329,-78.681922692000981,3.8,-101.3,-119.6,-71.4,17099.7,17100,176.9,0,1,1,0,1,1,0,0,0,100,1,1.186,26.0,0.0,-0.003,46.834,66.0,0.0,26.0,26.0,26.0,26.0,-0.21,0.34,-0.33,384.4,-2.35,-2.18,-2.80,-1.84,-735.76,683.01,5.7,0.00,0.00,0.00,0.00,0.01,-7.49,-7.49,-0.50,-4.04,0.04,-3.40,49.16,-0.09,-0.38,3.24,100.0,0,0,140.81,0,0,0.0,0,0,0,0,7511,0,30.00,4,176.9,0,0,0.0,0.0,0.0,0.0,0,0,0.186,0.186,48.812,18.026,0,110.00,435.8,8750,0.0,0.0,110.0,110.0,433.0,0.00,0,0,1,166.7,80.4,80.4,69.1,69.1,34.0,-16.94,-3.80,-44.9,7.1,10,-487.980,7.6,100.0,17.7,15.4,35.6,37.6,0,1,100.0,0.00,0.00,0.00,0.00,2252,2983,5586,4091,319.4,317.4,342.7,344.6,26.13,23.31,26.59,24.98,325.0,325.0,355.0,355.0,99.59,99.85,99.65,99.79,-0.41,-0.37,-0.28,-0.12,-0.0,-0.1,2.0,2.2,89.3,71.7,85.9,75.9,94.6,72.1,90.0,78.3,91.1,69.1,88.5,75.9,87.6,67.2,87.3,74.5,0.42,-0.42,0.07,0.05,0.00,150.60,150.41,140.81,140.81,88.0,25.5,0.5182663407939976,167.08719383324544,52.21474806044179,-32.409154366866915,-21.606102531895246
0.200,9.8,44.054540150949038,-78.681916396749742,91.6,20.3,10.0,-156.7,17102.2,17102,177.5,0,1,1,0,1,1,0,0,0,100,1,1.186,26.0,0.0,-0.003,46.834,66.0,0.0,26.0,26.0,26.0,26.0,-0.37,0.37,-0.16,383.5,-1.76,-2.25,-1.74,-1.51,-735.06,680.75,5.7,0.00,0.00,0.00,0.00,0.01,-7.49,-7.49,-0.65,-1.49,-0.06,2.95,49.31,-0.13,-0.43,5.66,100.0,0,0,141.45,0,0,0.0,0,0,0,0,7545,0,30.00,4,177.5,1,0,0.0,0.0,0.0,0.0,0,0,0.234,0.234,48.812,18.026,1,110.00,435.8,8750,0.0,0.0,110.0,110.0,433.0,0.00,0,0,1,333.3,73.6,73.6,74.1,74.1,34.0,-51.20,-10.68,-30.3,-0.5,10,-488.030,10.1,100.0,22.3,16.4,36.1,29.8,0,1,100.0,0.00,0.00,0.00,0.00,4854,3625,4216,3711,313.2,316.4,344.4,345.7,26.13,23.31,26.59,24.98,325.0,325.0,355.0,355.0,99.59,99.85,99.65,99.79,-0.64,-0.53,-0.38,-0.25,-0.0,-0.0,2.0,2.3,89.3,71.7,85.9,75.9,94.5,72.1,90.0,78.3,91.0,69.0,88.5,75.9,87.6,67.2,87.3,74.4,0.59,-0.58,0.06,0.06,0.00,151.33,150.78,141.45,141.45,88.0,25.5,0.5471745608121781,168.16749895984017,51.85464636106061,68.41932515852136,7.20203455664759
0.250,12.3,44.054518477298338,-78.681909741769857,113.5,123.2,35.7,48.0,17104.6,17105,178.0,0,1,1,0,1,1,0,0,0,100,1,1.186,26.0,0.0,-0.006,46.834,66.0,0.0,26.0,26.0,26.0,26.0,-0.53,0.28,0.18,375.4,-2.50,-2.69,-0.42,-1.62,-734.32,678.34,5.7,0.00,0.00,0.00,0.00,0.01,-7.49,-7.49,-0.59,3.73,0.01,1.66,49.46,-0.21,-0.42,8.24,100.0,0,0,141.51,0,0,0.0,0,0,0,0,7548,0,30.00,4,178.0,0,0,0.0,0.0,0.0,0.0,1,0,0.285,0.285,48.812,18.026,0,110.00,435.8,8750,0.0,0.0,110.0,110.0,433.0,0.00,0,0,1,333.3,61.9,61.9,66.4,66.4,34.0,-85.16,-17.15,-47.1,-5.7,10,-488.080,10.0,100.0,28.0,22.6,37.9,32.2,0,1,100.0,0.00,0.00,0.00,0.00,6625,5710,5918,4128,308.6,310.0,340.3,345.1,26.13,23.31,26.59,24.98,325.0,325.0,355.0,355.0,99.59,99.85,99.65,99.79,-0.68,-0.55,-0.55,-0.38,-0.1,-0.1,1.6,2.0,89.3,71.7,85.9,75.9,94.5,72.1,90.0,78.3,91.0,69.0,88.5,75.8,87.5,67.2,87.3,74.4,0.59,-0.60,0.07,0.07,0.00,152.20,151.51,141.51,141.51,88.0,25.5,0.6258594091327541,173.92912634909757,52.93495151610655,14.404068828783636,-14.404067975247798
0.300,14.8,44.054496713715473,-78.681903176722130,45.8,49.5,155.3,122.4,17107.1,17107,178.6,0,1,1,0,1,1,0,0,0,100,1,1.186,26.0,0.0,-0.009,46.834,66.0,0.0,26.0,26.0,26.0,26.0,-0.59,0.37,0.18,371.7,-2.48,-2.71,-2.40,-1.79,-733.59,675.92,5.7,0.00,0.00,0.00,0.00,0.01,-7.49,-7.49,-0.28,5.76,-0.01,-0.71,49.63,-0.31,-0.30,8.32,100.0,0,0,141.43,0,0,0.0,0,0,0,0,7544,0,30.00,4,178.6,1,0,0.0,0.0,0.0,0.0,1,0,0.336,0.336,48.812,18.026,1,110.00,435.8,8750,0.0,0.0,110.0,110.0,433.0,0.00,0,0,1,333.3,67.0,67.0,55.4,55.4,34.0,-44.30,-7.18,-115.2,-19.1,10,-488.130,7.6,100.0,30.3,25.0,45.6,38.3,0,1,100.0,0.00,0.00,0.00,0.00,4035,2396,8170,6797,314.7,317.9,336.0,338.4,26.13,23.31,26.59,24.98,325.0,325.0,355.0,355.0,99.59,99.85,99.65,99.79,-0.61,-0.59,-0.68,-0.50,-0.0,-0.1,1.2,1.7,89.3,71.7,86.0,75.9,94.4,72.1,89.9,78.3,90.9,69.0,88.5,75.8,87.5,67.1,87.2,74.4,0.48,-0.46,0.04,0.05,0.00,152.69,151.90,141.43,141.43,88.0,25.5,0.7193052203341778,169.60790584271854,50.41423956353583,14.40406854427124,-14.404068544271453
0.350,17.3,44.054476119250694,-78.681897151267364,-204.4,-132.5,129.7,120.1,17109.6,17110,179.2,0,1,1,0,1,1,0,0,0,100,1,1.186,26.0,0.0,-0.009,46.834,66.0,0.0,26.0,26.0,26.0,26.0,-0.49,0.33,0.01,375.7,-0.91,-3.07,-2.16,-1.76,-732.92,673.63,5.7,0.00,0.00,0.00,0.00,0.01,-7.49,-7.49,-0.26,-3.27,-0.19,-4.75,49.78,-0.35,-0.33,5.27,100.0,0,0,141.93,0,0,0.0,0,0,0,0,7571,0,30.00,4,179.2,0,0,0.0,0.0,0.0,0.0,1,0,0.384,0.384,48.812,18.026,0,110.00,435.8,8750,0.0,0.0,110.0,110.0,433.0,0.00,0,0,1,166.7,78.3,78.3,47.5,47.5,34.0,-16.60,-6.75,-87.8,-10.8,10,-488.180,6.2,100.0,20.1,18.4,52.1,44.3,0,1,100.0,0.00,0.00,0.00,0.00,2162,2591,7301,4414,318.9,317.3,337.2,343.5,26.13,23.30,26.60,24.98,325.0,325.0,355.0,355.0,99.59,99.85,99.65,99.79,-0.57,-0.59,-0.57,-0.49,-0.0,-0.1,1.5,1.7,89.3,71.7,86.0,75.9,94.3,72.0,89.9,78.3,90.9,68.9,88.4,75.8,87.4,67.1,87.2,74.4,0.36,-0.37,0.03,0.05,0.00,152.69,152.24,141.93,141.93,88.0,25.5,0.5908468498688979,175.3695332035247,51.494544661679406,64.81830759568595,7.202033418600209
0.400,19.8,44.054452916753263,-78.681890316423164,-59.9,-104.0,-244.4,-184.2,17112.1,17112,179.8,0,1,1,0,1,1,0,0,0,100,1,1.186,26.0,0.0,-0.009,46.834,66.0,0.0,26.0,26.0,26.0,26.0,-0.29,0.40,-0.44,386.4,-1.84,-2.41,-1.42,-2.28,-732.16,671.05,5.7,0.00,0.00,0.00,0.00,0.01,-7.49,-7.49,-0.51,-5.70,-0.27,-1.14,49.94,-0.39,-0.38,4.64,100.0,0,0,142.81,0,0,0.0,0,0,0,0,7618,0,30.00,4,179.8,1,0,0.0,0.0,0.0,0.0,1,0,0.438,0.438,48.812,18.026,1,110.00,435.8,8750,0.0,0.0,110.0,110.0,433.0,0.00,0,0,1,166.7,86.1,86.1,68.5,68.5,34.0,-9.05,-3.72,-42.8,-8.4,10,-488.230,6.4,100.0,17.1,13.2,39.9,35.1,0,1,100.0,0.00,0.00,0.00,0.00,1166,1449,4517,4635,322.0,322.8,343.9,342.4,26.13,23.30,26.60,24.98,325.0,325.0,355.0,355.0,99.59,99.85,99.65,99.78,-0.66,-0.65,-0.63,-0.52,-0.0,-0.1,1.8,2.2,89.3,71.6,86.0,75.9,94.3,72.0,89.9,78.2,90.8,68.9,88.4,75.8,87.4,67.0,87.2,74.4,0.37,-0.38,0.06,0.06,0.00,152.96,152.55,142.81,142.81,88.0,25.5,0.6615889962809237,176.08973660228713,51.13444290539585,-86.42441069660492,-43.21220563281429
