,test sample,loss,accuracy,epoch,batch,learning rate,hidden size,hidden_layer
0,14.0,4.279521817807108e-05,78.57142857142857,150.0,1.0,0.002,150.0,2.0
0,14.0,0.12612606585025787,92.85714285714286,150.0,1.0,0.002,150.0,2.0
0,14.0,3.6954195820726454e-05,71.42857142857143,150.0,1.0,0.002,150.0,2.0
0,14.0,0.00010179955279454589,85.71428571428571,150.0,1.0,0.002,150.0,2.0
0,14.0,4.2437604861333966e-05,78.57142857142857,150.0,1.0,0.002,150.0,2.0
0,14.0,9.095255518332124e-05,78.57142857142857,150.0,1.0,0.002,150.0,2.0
0,84.0,0.01916697435081005,50.0,150.0,1.0,0.002,150.0,2.0
