,test sample,loss,accuracy,epoch,batch,learning rate,hidden size,hidden_layer
0,14.0,1.6927575416048057e-05,85.71428571428571,150.0,1.0,0.001,62.0,2.0
0,14.0,3.3854863431770355e-05,92.85714285714286,150.0,1.0,0.001,62.0,2.0
0,14.0,8.296622399939224e-05,71.42857142857143,150.0,1.0,0.001,62.0,2.0
0,14.0,2.3007127310847864e-05,100.0,150.0,1.0,0.001,62.0,2.0
0,14.0,2.038458114839159e-05,85.71428571428571,150.0,1.0,0.001,62.0,2.0
0,14.0,3.814624506048858e-05,78.57142857142857,150.0,1.0,0.001,62.0,2.0
0,84.0,1.1920928244535389e-07,51.19047619047619,150.0,1.0,0.001,62.0,2.0
