,test sample,loss,accuracy,epoch,batch,learning rate,hidden size,hidden_layer
0,14.0,2.2172682292875834e-05,78.57142857142857,150.0,1.0,0.001,100.0,2.0
0,14.0,3.71926071238704e-05,92.85714285714286,150.0,1.0,0.001,100.0,2.0
0,14.0,2.4914430468925275e-05,85.71428571428571,150.0,1.0,0.001,100.0,2.0
0,14.0,3.421248038648628e-05,92.85714285714286,150.0,1.0,0.001,100.0,2.0
0,14.0,2.8967437174287625e-05,92.85714285714286,150.0,1.0,0.001,100.0,2.0
0,14.0,3.325883881188929e-05,64.28571428571429,150.0,1.0,0.001,100.0,2.0
0,84.0,2.2649508537142538e-05,45.23809523809524,150.0,1.0,0.001,100.0,2.0
