,test sample,loss,accuracy,epoch,batch,learning rate,hidden size,hidden_layer
0,14.0,0.00011884459672728553,92.85714285714286,150.0,1.0,0.002,150.0,2.0
0,14.0,0.00031740395934320986,92.85714285714286,150.0,1.0,0.002,150.0,2.0
0,14.0,7.068861305015162e-05,64.28571428571429,150.0,1.0,0.002,150.0,2.0
0,14.0,7.390703103737906e-05,85.71428571428571,150.0,1.0,0.002,150.0,2.0
0,14.0,0.0004745787591673434,92.85714285714286,150.0,1.0,0.002,150.0,2.0
0,14.0,0.0649208277463913,71.42857142857143,150.0,1.0,0.002,150.0,2.0
0,84.0,0.0004122599493712187,50.0,150.0,1.0,0.002,150.0,2.0
